propertyName,pricing,tenure,propertyType,propertySQFT,furnishStatus,numBedroom,numBathroom
"Monte Bayu, Cheras",498000,Freehold,Condominium,1135,Semi Furnished,3 ,2 
"Fadason Park, Jinjang",1200000,Freehold,Terrace,3000,Semi Furnished,5 ,4 
"Sri Bahagia Court, Cheras",300000,Freehold,Apartment,830,Semi Furnished,3 ,2 
"Damansara Foresta, Bandar Sri Damansara",1550000,Freehold,Condominium,3000,Semi Furnished,5 ,6 
"Tiffani Kiara, Mont Kiara",1250000,Freehold,Condominium,1756,Fully Furnished,4 ,3 
"Sri Ayu, Setiawangsa",470000,Freehold,Apartment,1200,Semi Furnished,3 ,2 
"Taman Keramat, Setiawangsa",890000,Leasehold,Terrace,2400,Unfurnished,4 ,3 
"Mawar Sari, Keramat",385000,Freehold,Apartment,952,Semi Furnished,3 ,2 
"Vipod Suites, KLCC",1800000,Freehold,Condominium,1299,Fully Furnished,3 ,2 
"Sri Putramas II, Dutamas",620000,Leasehold,Condominium,1295,Fully Furnished,3 + 1,2 
"Taman Bukit Damansara, Damansara Heights",4988000,Freehold,Bungalow,3600,Semi Furnished,5 ,5 
"Kiara 9, Mont Kiara",4100000,Freehold,Villa,4672,Semi Furnished,4 + 1,5 
"Savanna 1, Bukit Jalil",6200000,Freehold,Shop,4570,Semi Furnished,N / A,N / A
"Arcoris, Mont Kiara",2980000,Freehold,Condominium,4275,Semi Furnished,3 ,3 
"Sri Jati I, Old Klang Road",500000,Freehold,Condominium,700,Fully Furnished,3 ,2 
"Prima Setapak II, Setapak",695000,Freehold,Condominium,1647,Semi Furnished,3 + 1,3 
"Alam Puri, Jalan Ipoh",535000,Freehold,Condominium,1082,Fully Furnished,3 ,2 
"Henna Residence @ The Quartz, Wangsa Maju",420000,Freehold,Condominium,808,Semi Furnished,3 ,2 
"Berlian Residence @ Setapak, Kuala Lumpur",449000,Freehold,Condominium,1025,Semi Furnished,3 ,2 
"Platinum Arena, Old Klang Road",430000,Freehold,Condominium,1028,Semi Furnished,4 ,3 
"Taman Billion, Cheras",429000,Freehold,Serviced Residence,1000,Semi Furnished,3 ,2 
"Bayu Tasik 2, Bandar Sri Permaisuri",445000,Freehold,Condominium,931,Semi Furnished,3 ,2 
"Plaza Menjalara, Bandar Menjalara",500000,Freehold,Condominium,960,Fully Furnished,3 ,2 
"Kiara 9, Mont Kiara",2700000,Freehold,Condominium,2691,Fully Furnished,3 + 1,3 + 2
"Medan Klang Lama 28, Old Klang Road",1550000,Freehold,Shop,2400,Unfurnished,N / A,N / A
"Altitude 236, Cheras",1000000,Freehold,Condominium,1808,Semi Furnished,4 ,4 
"Sentul Point, Sentul",448000,Freehold,Condominium,850,Unfurnished,3 ,2 
"Kiara Designer Suites, Mont Kiara",880000,Freehold,Condominium,1248,Fully Furnished,3 ,2 
"Residensi Gembira 33, Kuchai Lama",2559000,Freehold,Terrace,2750,Unfurnished,6 ,4 
"Residensi Gembira 33, Kuchai Lama",1683000,Freehold,Terrace,2029,Unfurnished,4 ,3 
"Residensi Gembira 33, Kuchai Lama",2560000,Freehold,Terrace,1896,Unfurnished,4 ,3 
"M Vertica, Cheras",540000,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"Damansara Seresta, Bandar Sri Damansara",800000,Freehold,Condominium,1778,Semi Furnished,3 + 1,3 
"Casa Kiara I, Mont Kiara",750000,Freehold,Condominium,1250,Fully Furnished,3 + 1,3 
"Mont Kiara Damai, Mont Kiara",2300000,Freehold,Condominium,3144,Fully Furnished,5 ,4 
"Precinct 9, Putrajaya",800000,Freehold,Link,2000,Fully Furnished,4 ,3 
"Desarina, Taman Desa",499000,Freehold,Condominium,1237,Semi Furnished,4 ,3 
"Precinct 14, Putrajaya",481554,Freehold,Terrace,1960,Unfurnished,4 ,3 
"Kuchai Entrepreneurs Park, Kuchai Lama",1630000,Freehold,Shop,3080,Unfurnished,N / A,N / A
"Cemara Apartment, Bandar Sri Permaisuri",315000,Freehold,Apartment,750,Semi Furnished,3 ,2 
"Riana Green East, Wangsa Maju",780000,Freehold,Condominium,1647,Fully Furnished,4 ,3 
"SD Tiara Apartment, Bandar Sri Damansara",350000,Freehold,Apartment,830,Fully Furnished,3 ,2 
"Dua Residency, KLCC",2100000,Freehold,Condominium,2315,Unfurnished,5 ,5 
"Altitude 236, Cheras",950000,Freehold,Condominium,1808,Semi Furnished,4 ,4 
"The Capers, Sentul",1150000,Freehold,Condominium,1567,Fully Furnished,4 ,5 
"i-Zen Kiara I, Mont Kiara",920000,Freehold,Serviced Residence,1297,Fully Furnished,4 ,2 
"SD12, Bandar Sri Damansara",860000,Freehold,Terrace,2000,Semi Furnished,4 ,3 
"i-Zen Kiara I, Mont Kiara",910000,Freehold,Serviced Residence,1297,Fully Furnished,4 ,2 
"KL Traders Square, Kuala Lumpur",480000,Freehold,Condominium,842,Semi Furnished,3 ,2 
"KL Plaza Suites, Bukit Bintang",9500000,Freehold,Office,12474,Unfurnished,N / A,N / A
"KL Plaza Suites, Bukit Bintang",9500000,Freehold,Office,12474,Unfurnished,N / A,N / A
"Wisma UOA I, KLCC",1145000,Freehold,Office,1690,Semi Furnished,N / A,N / A
"VERVE Suites, Mont Kiara",900000,Freehold,Condominium,826,Fully Furnished,2 ,2 
"Endah Puri, Sri Petaling",700000,Freehold,Condominium,2475,Semi Furnished,3 + 1,3 
"Taman Cheras Makmur, Cheras",133000,Freehold,Apartment,577,Unfurnished,3 + 3,1 
"Mas KiPark Damansara, Kepong",390000,Freehold,Condominium,850,Semi Furnished,3 ,2 
"Riana Green East, Wangsa Maju",591000,Leasehold,Condominium,1909,Semi Furnished,4 ,3 
"Putra Damai Apartment, Putrajaya",260000,Leasehold,Apartment,750,Fully Furnished,3 ,2 
"Taman Prima Impian, Segambut",46550830,Freehold,Land,258615,Unfurnished,0 ,0 
"i-Zen Kiara I, Mont Kiara",950000,Freehold,Condominium,1407,Fully Furnished,4 ,3 
"The Royale, Cheras",2800000,Freehold,Bungalow,6200,Unfurnished,7 ,7 
"Taman Keramat, Setiawangsa",270000,Leasehold,Apartment,700,Semi Furnished,3 ,2 
"The Westside One, Desa ParkCity",1100000,Freehold,Condominium,1378,Semi Furnished,3 ,3 
"Taman Wangsa Permai, Kepong",4950000,Freehold,Shop,8000,Semi Furnished,N / A,N / A
"Cendana, KLCC",3680000,Freehold,Condominium,4520,Fully Furnished,4 + 1,5 
"Casa Prima, Kepong",650000,Freehold,Condominium,2125,Semi Furnished,6 ,4 
"SD12, Bandar Sri Damansara",860000,Freehold,Terrace,2000,Semi Furnished,4 ,3 
"Villa Manja, Bandar Menjalara",3650000,Freehold,Semi Detached,4800,Semi Furnished,5 ,6 
"De Tropicana, Kuchai Lama",308000,Freehold,Condominium,1020,Semi Furnished,3 ,2 
"Banyan Tree, KLCC",3000000,Freehold,Serviced Residence,1076,Fully Furnished,1 + 1,2 
"Mutiara Magna, Kepong",190000,Freehold,Apartment,650,Semi Furnished,3 ,2 
"Menara Menjalara, Bandar Menjalara",488000,Freehold,Condominium,1076,Semi Furnished,3 ,2 
"Taman Bukit Desa, Kepong",630000,Freehold,Terrace,2800,Semi Furnished,4 ,3 
"Taman Kok Doh, Jinjang",670000,Freehold,Terrace,2800,Semi Furnished,4 ,3 
"First Residence, Kepong",1390000,Freehold,Shop,1392,Semi Furnished,N / A,N / A
"Paradesa Rustica, Bandar Sri Damansara",380000,Freehold,Condominium,955,Semi Furnished,3 ,2 
"Precinct 9, Putrajaya",670000,Freehold,Terrace,1700,Semi Furnished,4 ,3 
"Dua Menjalara, Bandar Menjalara",780000,Freehold,Condominium,1358,Unfurnished,4 ,2 
"3rd Mile Square, Old Klang Road",450000,Freehold,Shop,1000,Unfurnished,N / A,N / A
"1A Pinang, Old Klang Road",250000,Freehold,Shop,707,Unfurnished,N / A,N / A
"Putra Majestik, Sentul",429000,Freehold,Condominium,1020,Fully Furnished,3 ,2 
"Greenpark, Old Klang Road",430000,Freehold,Condominium,1300,Semi Furnished,3 ,2 
"Grove, Sungai Besi",2480000,Freehold,Semi Detached,4435,Semi Furnished,5 ,5 
"Menara UOA Bangsar, Bangsar",990000,Freehold,Office,829,Semi Furnished,N / A,N / A
"Anggun Puri, Dutamas",420000,Freehold,Condominium,800,Fully Furnished,3 ,2 
"Paradesa Tropika, Bandar Sri Damansara",470000,Freehold,Condominium,1120,Semi Furnished,3 ,2 
"100 Residency, Setapak",849999,Freehold,Condominium,1447,Semi Furnished,4 ,3 
"SD Apartment II, Bandar Sri Damansara",389000,Freehold,Apartment,807,Semi Furnished,3 ,2 
"Section 62, Bandar Menjalara",880000,Freehold,Terrace,1650,Semi Furnished,4 ,3 
"Senada Residences @ KLGCC Resort, Damansara Heights",1280000,Freehold,Condominium,958,Semi Furnished,2 ,2 
"Kiara Residence 2, Bukit Jalil",795000,Freehold,Condominium,1599,Semi Furnished,3 + 1,3 
"Astana Lumayan, Bandar Sri Permaisuri",460000,Freehold,Condominium,1207,Semi Furnished,4 ,2 
"8th & Stellar, Sri Petaling",864200,Freehold,Condominium,1238,Semi Furnished,3 ,3 
"8th & Stellar, Sri Petaling",864000,Leasehold,Condominium,1238,Semi Furnished,3 ,3 
"8th & Stellar, Sri Petaling",655300,Leasehold,Condominium,980,Semi Furnished,3 ,2 
"8th & Stellar, Sri Petaling",655200,Leasehold,Condominium,980,Semi Furnished,3 ,2 
"8th & Stellar, Sri Petaling",489100,Freehold,Duplex,711,Fully Furnished,2 ,2 
"8th & Stellar, Sri Petaling",489000,Leasehold,Duplex,711,Fully Furnished,2 ,2 
"Taman Tan Yew Lai, Old Klang Road",630000,Freehold,Terrace,1320,Semi Furnished,3 ,2 
"Mont Kiara Pines, Mont Kiara",860000,Freehold,Condominium,1400,Fully Furnished,3 ,2 
"Taman Tan Yew Lai, Old Klang Road",630000,Freehold,Terrace,1320,Semi Furnished,3 ,2 
"SD Apartments, Bandar Sri Damansara",389000,Freehold,Apartment,807,Semi Furnished,3 ,2 
"Taman Setiawangsa, Setiawangsa",395000,Freehold,Apartment,952,Semi Furnished,3 ,2 
"Changkat Bukit Bintang, Bukit Bintang",12000000,Freehold,Shop,7500,Semi Furnished,N / A,N / A
"Changkat Bukit Bintang, Bukit Bintang",7200000,Freehold,Shop,4350,Semi Furnished,N / A,N / A
"Sunway SPK 3 Harmoni, Kepong",1550000,Freehold,Townhouse,2335,Semi Furnished,4 ,4 
"Regalia @ Jalan Sultan Ismail, Kuala Lumpur",700000,Freehold,Condominium,972,Fully Furnished,1 + 1,2 
"Sri Putramas II, Dutamas",550000,Freehold,Condominium,1200,Semi Furnished,3 ,2 
"Sri Putramas II, Dutamas",510000,Freehold,Condominium,1170,Semi Furnished,3 ,2 
"Menara Hai-O, Bukit Bintang",550000,Freehold,Office,1070,Semi Furnished,N / A,N / A
"Sri Putramas I, Dutamas",450000,Freehold,Condominium,1100,Fully Furnished,3 ,2 
"Sri Putramas I, Dutamas",400000,Freehold,Condominium,1050,Semi Furnished,3 ,2 
"Sri Putramas II, Dutamas",560000,Freehold,Condominium,1295,Fully Furnished,3 ,2 
"Sri Putramas II, Dutamas",570000,Freehold,Condominium,1295,Unfurnished,3 ,2 
"Royal Regent, Dutamas",800000,Freehold,Condominium,1590,Fully Furnished,3 ,2 
"Casaman, Desa ParkCity",3200000,Freehold,Terrace,4000,Semi Furnished,5 ,4 
"Azelia Residence, Bandar Sri Damansara",1600000,Freehold,Condominium,2300,Fully Furnished,3 ,4 
"Azelia Residence, Bandar Sri Damansara",730000,Freehold,Condominium,969,Semi Furnished,2 ,2 
"Azelia Residence, Bandar Sri Damansara",950000,Freehold,Condominium,1356,Fully Furnished,2 ,2 
"Kepong Business Park, Segambut",8500000,Freehold,Factory,10222,Unfurnished,20 ,0 
"Anjung Hijau, Bukit Jalil",450000,Freehold,Condominium,1117,Semi Furnished,3 ,0 
"SD Apartment II, Bandar Sri Damansara",389000,Freehold,Apartment,807,Unfurnished,3 ,2 
"SD Apartment II, Bandar Sri Damansara",389000,Freehold,Apartment,807,Unfurnished,3 ,2 
"Bukit Pantai, Bangsar",6900000,Freehold,Bungalow,23500,Unfurnished,14 ,15 
"Midah Ria, Cheras",405000,Freehold,Condominium,933,Unfurnished,3 ,2 
"Puncak Setiawangsa, Wangsa Maju",2099000,Freehold,Semi Detached,2015,Fully Furnished,3 ,4 
"Taman Maluri, Cheras",1350000,Freehold,Terrace,2252,Fully Furnished,4 + 1,3 
"Midah Ria, Cheras",399000,Freehold,Condominium,922,Semi Furnished,3 ,2 
"Azelia Residence, Bandar Sri Damansara",580000,Freehold,Condominium,614,Semi Furnished,1 ,1 
"Taman Kepong Indah, Kepong",550000,Freehold,Terrace,1600,Unfurnished,3 ,2 
"Pelangi Indah, Jalan Ipoh",295000,Freehold,Condominium,1024,Semi Furnished,3 ,2 
"Section 62, Bandar Menjalara",550000,Freehold,Terrace,1660,Semi Furnished,3 ,2 
"Taman Sri Sinar, Segambut",698000,Freehold,Terrace,1450,Fully Furnished,3 ,2 
"First Residence, Kepong",570000,Freehold,Condominium,1074,Semi Furnished,3 ,2 
"Casa Magna, Kepong",378000,Freehold,Condominium,950,Semi Furnished,3 ,2 
"Taman Kepong Indah, Kepong",712000,Freehold,Terrace,1980,Semi Furnished,4 ,3 
"Taman Kepong, Kepong",750000,Freehold,Terrace,3080,Semi Furnished,4 ,3 
"SD4, Bandar Sri Damansara",685000,Freehold,Terrace,1000,Semi Furnished,3 ,2 
"Irama Wangsa, Wangsa Maju",555000,Freehold,Condominium,991,Unfurnished,2 ,2 
"Metro Prima, Kepong",240000,Freehold,Office,838,Unfurnished,N / A,N / A
"Fadason Park, Jinjang",350000,Freehold,Apartment,1250,Semi Furnished,3 ,2 
"Suasana Lumayan, Bandar Sri Permaisuri",480000,Freehold,Condominium,1142,Semi Furnished,4 ,2 
"Berlian Residence @ Setapak, Kuala Lumpur",400000,Freehold,Condominium,1800,Semi Furnished,5 ,3 
"3rd Mile Square, Old Klang Road",450000,Freehold,Shop,1000,Unfurnished,N / A,N / A
"1A Pinang, Old Klang Road",250000,Freehold,Shop,707,Unfurnished,N / A,N / A
"Tria Residences @ 9 Seputeh, Old Klang Road",615000,Leasehold,Condominium,797,Fully Furnished,2 ,2 
"Lido Residency, Bandar Sri Permaisuri",630000,Freehold,Condominium,965,Semi Furnished,2 ,2 
"Jalan Segambut, Segambut",16500000,Freehold,Factory,25764,Unfurnished,N / A,N / A
"G Residence, Desa Pandan",750000,Freehold,Condominium,1078,Fully Furnished,2 ,2 
"Panorama, KLCC",1700000,Freehold,Condominium,1227,Fully Furnished,2 ,2 
"231 TR, KLCC",600000,Freehold,Serviced Residence,547,Fully Furnished,2 ,1 
"Putra Majestik, Sentul",429000,Freehold,Condominium,1020,Fully Furnished,3 ,2 
"Dwiputra Residences, Putrajaya",430000,Freehold,Serviced Residence,950,Unfurnished,3 ,2 
"Vista Magna, Kepong",325000,Freehold,Terrace,850,Semi Furnished,3 ,2 
"First Residence, Kepong",480000,Freehold,Condominium,1030,Semi Furnished,3 ,2 
"Berjaya Times Square, Bukit Bintang",3380000,Freehold,Shop,675,Semi Furnished,N / A,N / A
"Taman Connaught, Cheras",4230000,Freehold,Bungalow,8621,Unfurnished,6 + 1,7 
"The Westside Two, Desa ParkCity",1150000,Freehold,Condominium,1389,Semi Furnished,2 ,3 
"Meadow Park 3, Old Klang Road",229700,Freehold,Condominium,1000,Semi Furnished,3 ,2 
"OUG Parklane, Old Klang Road",297000,Freehold,Serviced Residence,950,Semi Furnished,3 ,2 
"Taman Setapak Ria, Setapak",948000,Freehold,Superlink,3100,Semi Furnished,5 ,5 
"One Central Park, Desa ParkCity",2100000,Freehold,Condominium,1689,Fully Furnished,3 ,4 
"Setia Sky Residences, KLCC",1050000,Freehold,Serviced Residence,1313,Fully Furnished,2 + 1,2 + 1
"Laman Rimbunan, Kepong",1100000,Freehold,Terrace,1400,Semi Furnished,6 ,4 
"First Residence, Kepong",480000,Freehold,Condominium,1030,Semi Furnished,3 ,2 
"First Residence, Kepong",485000,Freehold,Condominium,1030,Unfurnished,3 ,2 
"Taman Segambut, Segambut",1800000,Freehold,Shop,3500,Unfurnished,N / A,N / A
"SD Apartments, Bandar Sri Damansara",230000,Freehold,Apartment,811,Semi Furnished,3 ,2 
"D'Sands Residence, Old Klang Road",1000000,Freehold,Serviced Residence,1335,Fully Furnished,5 ,2 
"Premium Residences, Bangsar",1295000,Leasehold,Serviced Residence,1200,Fully Furnished,2 + 1,2 
"Dwiputra Residences, Putrajaya",580000,Freehold,Serviced Residence,1200,Fully Furnished,3 + 1,3 
"Setia Sky Residences, KLCC",1080000,Freehold,Serviced Residence,1055,Fully Furnished,2 + 1,2 + 1
"Taman Sri Raya, Batu 9 Cheras",420000,Freehold,Terrace,1000,Fully Furnished,4 ,3 
"One Residency, Bukit Ceylon",790000,Freehold,Serviced Residence,749,Fully Furnished,1 ,1 
"Prisma Perdana, Cheras",330000,Freehold,Condominium,900,Unfurnished,3 ,2 
"Hartamas Heights, Dutamas",18800000,Freehold,Bungalow,14000,Semi Furnished,10 ,13 
"Nobleton Crest, Ampang Hilir",4100000,Freehold,Duplex,4123,Semi Furnished,4 + 1,4 
"Nobleton Crest, Ampang Hilir",3500000,Freehold,Duplex,3565,Unfurnished,4 + 1,4 
"Nobleton Crest, Ampang Hilir",5500000,Freehold,Condominium,5834,Unfurnished,4 + 1,4 
"Midah Ria, Cheras",420000,Leasehold,Condominium,925,Semi Furnished,3 ,2 
"Laman Midah, Cheras",449000,Leasehold,Serviced Residence,940,Semi Furnished,3 ,2 
"Athinahapan, TTDI",1600000,Freehold,Terrace,1800,Semi Furnished,3 + 1,3 
"Precinct 18, Putrajaya",1450000,Freehold,Semi Detached,3200,Semi Furnished,6 ,5 
"Bukit Damansara, Damansara Heights",10018125,Freehold,Land,13357,Unfurnished,0 ,0 
"KL Gateway, Bangsar South",870000,Freehold,Serviced Residence,857,Fully Furnished,2 ,2 
"Platinum Lake PV21, Setapak",460000,Leasehold,Condominium,1040,Unfurnished,3 ,2 
"Precinct 14, Putrajaya",2850000,Freehold,Bungalow,5073,Semi Furnished,6 + 1,6 
"Wangsa Walk Mall, Wangsa Maju",5200000,Leasehold,Shop,10100,Semi Furnished,N / A,N / A
"Conezión, IOI Resort City",575000,Freehold,Serviced Residence,986,Unfurnished,3 ,2 
"Damai Kasih, Alam Damai",1600000,Freehold,Semi Detached,3200,Fully Furnished,5 ,5 
"Petaling Indah, Sungai Besi",358000,Freehold,Condominium,889,Semi Furnished,3 ,2 
"Petaling Indah, Sungai Besi",300000,Freehold,Condominium,855,Semi Furnished,2 ,2 
"Platinum Lake PV12, Setapak",390000,Freehold,Condominium,1207,Unfurnished,3 ,2 
"Plaza Medan Putra, Bandar Menjalara",399000,Freehold,Serviced Residence,916,Semi Furnished,4 ,2 
"Laman Damai, Kepong",195000,Freehold,Apartment,650,Unfurnished,3 ,2 
"The Nest Residences, Old Klang Road",495000,Freehold,Condominium,903,Semi Furnished,3 ,2 
"Taman Sri Kuching, Jalan Ipoh",210000,Freehold,Apartment,930,Semi Furnished,3 ,2 
"Taman Sri Kuching, Jalan Ipoh",210000,Freehold,Apartment,930,Semi Furnished,3 ,2 
"Vista Mutiara, Kepong",420000,Freehold,Apartment,1044,Semi Furnished,3 ,2 
"Sentul Pasar, Kuala Lumpur",150000,Freehold,Apartment,500,Unfurnished,2 ,1 
"Boulevard Serviced Apartment, Jalan Ipoh",510000,Freehold,Serviced Residence,1009,Semi Furnished,3 ,2 
"99 Residence, Kuala Lumpur",420000,Leasehold,Condominium,1080,Semi Furnished,4 ,2 
"99 Residence, Kuala Lumpur",387000,Leasehold,Condominium,900,Semi Furnished,3 ,2 
"OUG Parklane, Old Klang Road",350000,Freehold,Serviced Residence,950,Semi Furnished,3 ,2 
"The Troika, KLCC",2357250,Freehold,Condominium,2245,Unfurnished,4 ,4 
"Idaman Residence, KLCC",1085700,Freehold,Condominium,1551,Unfurnished,2 ,2 
"D'Alamanda, Cheras",469000,Freehold,Condominium,1097,Fully Furnished,3 ,2 
"VERVE Suites, Mont Kiara",1000000,Freehold,Serviced Residence,926,Fully Furnished,2 ,2 
"VERVE Suites, Mont Kiara",1100000,Freehold,Serviced Residence,932,Fully Furnished,2 ,2 
"28 Mont Kiara, Mont Kiara",2300000,Freehold,Condominium,3000,Fully Furnished,4 + 1,4 + 1
"Arcoris, Mont Kiara",1250000,Freehold,Serviced Residence,907,Fully Furnished,2 ,2 
"Prisma Perdana, Cheras",330000,Freehold,Condominium,900,Unfurnished,3 ,2 
"Conezión, IOI Resort City",575000,Freehold,Serviced Residence,986,Semi Furnished,3 ,2 
"La Grande Kiara, Mont Kiara",1290000,Freehold,Condominium,2047,Unfurnished,4 ,3 
"Hartamas Regency 2, Dutamas",1058000,Freehold,Duplex,3184,Semi Furnished,6 ,6 
"Hartamas Regency 2, Dutamas",985000,Freehold,Duplex,2874,Semi Furnished,6 ,6 
"The Trillium, Sungai Besi",2390000,Leasehold,Shop,5400,Unfurnished,N / A,N / A
"Hartamas Regency 2, Dutamas",912000,Freehold,Duplex,2353,Semi Furnished,5 ,5 
"Anjali @ North Kiara, Segambut",1099900,Freehold,Condominium,1856,Semi Furnished,3 + 1,4 
"The Trillium, Sungai Besi",3900000,Leasehold,Shop,7800,Unfurnished,N / A,N / A
"The Elements, Ampang Hilir",500000,Freehold,Condominium,520,Fully Furnished,1 ,1 
"Dorsett Residences, Bukit Bintang",525000,Freehold,Serviced Residence,560,Fully Furnished,1 ,1 
"Soho Suites, KLCC",980000,Freehold,Serviced Residence,869,Fully Furnished,3 ,2 
"Chambers Kuala Lumpur, Chow Kit",836000,Freehold,Serviced Residence,908,Semi Furnished,1 ,2 
"Dorsett Residences, Bukit Bintang",580000,Freehold,Serviced Residence,566,Fully Furnished,1 ,1 
"Chambers Kuala Lumpur, Chow Kit",593000,Freehold,Serviced Residence,653,Semi Furnished,2 ,1 
"One Central Park, Desa ParkCity",1230000,Freehold,Condominium,1303,Semi Furnished,2 ,2 
"One Central Park, Desa ParkCity",1450000,Freehold,Condominium,1377,Semi Furnished,3 ,2 
"One Central Park, Desa ParkCity",1300000,Freehold,Condominium,1303,Fully Furnished,2 ,2 
"One Central Park, Desa ParkCity",1800000,Freehold,Condominium,1690,Fully Furnished,3 ,4 
"The Breezeway, Desa ParkCity",1300000,Freehold,Condominium,1292,Fully Furnished,2 ,2 
"The Breezeway, Desa ParkCity",1545000,Freehold,Condominium,1346,Fully Furnished,3 ,2 
"LeVenue, Desa ParkCity",2300000,Freehold,Terrace,3000,Semi Furnished,6 ,5 
"The Breezeway, Desa ParkCity",1500000,Freehold,Condominium,1346,Fully Furnished,3 ,2 
"Nadia, Desa ParkCity",1300000,Freehold,Condominium,1582,Semi Furnished,3 ,3 
"Nadia, Desa ParkCity",1100000,Freehold,Condominium,1582,Unfurnished,3 ,2 
"Nadia, Desa ParkCity",900000,Freehold,Condominium,1184,Fully Furnished,3 ,2 
"The Trillium, Sungai Besi",3900000,Freehold,Shop,7800,Unfurnished,N / A,N / A
"The Trillium, Sungai Besi",2390000,Leasehold,Shop,5400,Unfurnished,N / A,N / A
"Sunway SPK 3 Harmoni, Kepong",1490000,Freehold,Townhouse,2500,Fully Furnished,3 ,4 
"Sunway SPK 3 Harmoni, Kepong",1230000,Freehold,Townhouse,2500,Unfurnished,3 ,3 
"The Northshore Gardens, Desa ParkCity",2000000,Freehold,Condominium,2100,Semi Furnished,4 ,4 
"The Northshore Gardens, Desa ParkCity",1350000,Freehold,Condominium,1480,Unfurnished,2 ,3 
"Trion @ KL, Kuala Lumpur",549800,Freehold,Serviced Residence,689,Semi Furnished,2 ,1 
"Mizumi Residences, Kepong",399000,Leasehold,Condominium,900,Unfurnished,3 ,2 
"Dex @ Kiara East, Jalan Ipoh",500000,Freehold,Condominium,722,Fully Furnished,2 ,2 
"Setapak Ria Condominium, Setapak",448000,Freehold,Condominium,1275,Fully Furnished,3 ,2 
"10 Semantan, Damansara Heights",350000,Freehold,Apartment,520,Fully Furnished,0 ,1 
"Megan Avenue 2, KLCC",1200000,Freehold,Condominium,1800,Fully Furnished,4 ,1 
"Mont Kiara Meridin, Mont Kiara",1550000,Freehold,Condominium,2535,Fully Furnished,4 ,4 
"Aston Kiara 3, Mont Kiara",750000,Freehold,Condominium,1598,Fully Furnished,3 + 1,3 
"Emerald Residence, Bandar Mahkota Cheras",450000,Freehold,Condominium,1316,Fully Furnished,3 ,2 
"Taman Shamelin Perkasa, Cheras",630000,Freehold,Condominium,914,Semi Furnished,3 ,2 
"The Rainz, Bukit Jalil",1033000,Freehold,Condominium,1513,Semi Furnished,4 + 1,3 
